date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:17:08	12891/12891	---M-Z	200	added ('OK')	text/javascript	etag:504cbbe8eb6896981629194f5629b7d0439efb8a	http://bonvera.com/routejs.axd/a983a8725e6f0c1b778961bf0b072c28a8ac5bf4/router.min.js	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/routejs.axd/a983a8725e6f0c1b778961bf0b072c28a8ac5bf4/router.min.js	(from http://bonvera.com/)
15:17:08	8306/8306	---M-Z	200	added ('OK')	application/x-javascript	date:Tue,%2007%20Feb%202017%2021:17:08%20GMT	http://bonvera.com/app/culture	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/app/culture.js	(from http://bonvera.com/)
15:17:10	1364/1364	---M-Z	200	added ('OK')	application/x-javascript	etag:%22f94634ed33dd21:0%22	http://bonvera.com/Content/scripts/vendor/jquery.extended.js	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/scripts/vendor/jquery.extended.js	(from http://bonvera.com/)
15:17:11	25308/25308	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2022%20Jun%202016%2020:08:10%20GMT	http://cdnjs.cloudflare.com/ajax/libs/require.js/2.1.20/require.min.js	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/cdnjs.cloudflare.com/ajax/libs/require.js/2.1.20/require.min.js	(from http://bonvera.com/)
15:17:11	45382/45382	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:17:11%20GMT	http://bonvera.com/corporphan/cart	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/cart.html	(from http://bonvera.com/)
15:17:12	5999/5999	---M--	200	added ('OK')	image/png	etag:%2222df7ed33dd21:0%22	http://bonvera.com/Content/images/logo.png	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/logo.png	(from http://bonvera.com/)
15:17:12	41598/41598	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:17:11%20GMT	http://bonvera.com/corporphan/shopping/ourproducts	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/shopping/ourproducts.html	(from http://bonvera.com/)
15:17:12	47503/47503	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:17:12%20GMT	http://bonvera.com/corporphan/partnerstores	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/partnerstores.html	(from http://bonvera.com/)
15:17:13	62665/62665	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:17:13%20GMT	http://bonvera.com/corporphan/affiliatestores	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/affiliatestores.html	(from http://bonvera.com/)
15:17:13	40887/40887	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:17:13%20GMT	http://bonvera.com/corporphan/home/companyoverview	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/home/companyoverview.html	(from http://bonvera.com/)
15:17:14	45687/45687	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:17:14%20GMT	http://bonvera.com/corporphan/home/ourmission	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/home/ourmission.html	(from http://bonvera.com/)
15:17:15	65585/65585	---M-Z	200	added ('OK')	text/javascript	etag:b84e3ae4b4de83c39d4fd2bf8e3c9de2e7bdd766	http://bonvera.com/resourcejs.axd/ba525b3d749b7740bcc6f3a392ac7a988cef0618	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/resourcejs.axd/ba525b3d749b7740bcc6f3a392ac7a988cef0618	(from http://bonvera.com/)
15:17:16	48769/48769	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:17:16%20GMT	http://bonvera.com/corporphan/home/faq	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/home/faq.html	(from http://bonvera.com/)
15:17:16	46945/46945	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:17:17%20GMT	http://bonvera.com/corporphan/login	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/login.html	(from http://bonvera.com/)
15:17:17	164/164	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Feb%202017%2021:17:16%20GMT	http://bonvera.com/corporphan/logout	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/logout.1d.delayed	(from http://bonvera.com/)
15:17:17	13815/13815	---M--	200	added ('OK')	image/png	etag:%22ae70c2ec33dd21:0%22	http://bonvera.com/Content/images/cart.png	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/cart.png	(from http://bonvera.com/)
15:17:17	134/134	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Feb%202017%2021:17:15%20GMT	http://bonvera.com/account/login?ReturnUrl=%2fcorporphan%2flogout	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/account/login.1ef13c.delayed	(from http://bonvera.com/)
15:17:19	39566/39566	---M--	200	added ('OK')	image/png	etag:%224d2d8ed33dd21:0%22	http://bonvera.com/Content/images/logo_with_gradient.png	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/logo_with_gradient.png	(from http://bonvera.com/)
15:17:22	51818/51818	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:17:21%20GMT	http://bonvera.com/corporphan/products	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/products.html	(from http://bonvera.com/)
15:17:29	74154/74154	---M--	200	added ('OK')	image/jpeg	etag:%22c4efffec33dd21:0%22	http://bonvera.com/Content/images/home/banners/AffiliateStoreBanner-sm.jpg	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/banners/AffiliateStoreBanner-sm.jpg	(from http://bonvera.com/)
15:17:36	119678/119678	---M--	200	added ('OK')	image/jpeg	etag:%2217b30ed33dd21:0%22	http://bonvera.com/Content/images/home/banners/AffiliateStoreBanner.jpg	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/banners/AffiliateStoreBanner.jpg	(from http://bonvera.com/)
15:17:44	94795/94795	---M--	200	added ('OK')	image/png	etag:%2262c03ed33dd21:0%22	http://bonvera.com/Content/images/home/banners/BonveraWebSlidersMobile-PhyzixDrink.png	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/banners/BonveraWebSlidersMobile-PhyzixDrink.png	(from http://bonvera.com/)
15:17:50	174263/174263	---M--	200	added ('OK')	image/png	etag:%2226243ed33dd21:0%22	http://bonvera.com/Content/images/home/banners/BonveraWebSliders-PhyzixDrink.png	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/banners/BonveraWebSliders-PhyzixDrink.png	(from http://bonvera.com/)
15:17:58	83232/83232	---M--	200	added ('OK')	image/png	etag:%2211723ed33dd21:0%22	http://bonvera.com/Content/images/home/banners/BonveraWebSlidersMobile-PhyzixBar.png	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/banners/BonveraWebSlidersMobile-PhyzixBar.png	(from http://bonvera.com/)
15:18:05	183573/183573	---M--	200	added ('OK')	image/png	etag:%22edae2ed33dd21:0%22	http://bonvera.com/Content/images/home/banners/BonveraWebSliders-PhyzixBars.png	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/banners/BonveraWebSliders-PhyzixBars.png	(from http://bonvera.com/)
15:18:09	118790/118790	---M--	200	added ('OK')	image/jpeg	etag:%22b6834ed33dd21:0%22	http://bonvera.com/Content/images/home/banners/BonveraXyience.jpg	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/banners/BonveraXyience.jpg	(from http://bonvera.com/)
15:18:09	68891/68891	---M--	200	added ('OK')	image/jpeg	etag:%22f91f5ed33dd21:0%22	http://bonvera.com/Content/images/home/banners/BonveraXyienceWebSlidersMobile0316-1.jpg	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/banners/BonveraXyienceWebSlidersMobile0316-1.jpg	(from http://bonvera.com/)
15:18:24	89931/89931	---M--	200	added ('OK')	image/jpeg	etag:%22cf602ed33dd21:0%22	http://bonvera.com/Content/images/home/banners/BonveraMrsMeyersWebSlidersMobile0316.jpg	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/banners/BonveraMrsMeyersWebSlidersMobile0316.jpg	(from http://bonvera.com/)
15:18:25	94305/94305	---M--	200	added ('OK')	image/png	etag:%221d69feec33dd21:0%22	http://bonvera.com/Content/images/home/BonveraCouplecShoppingOnTablet.png	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/BonveraCouplecShoppingOnTablet.png	(from http://bonvera.com/)
15:18:29	146112/146112	---M--	200	added ('OK')	image/jpeg	etag:%227f9d1ed33dd21:0%22	http://bonvera.com/Content/images/home/banners/BonveraMrsMeyersWebSliders0316.jpg	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/banners/BonveraMrsMeyersWebSliders0316.jpg	(from http://bonvera.com/)
15:18:41	97323/97323	---M--	200	added ('OK')	image/png	etag:%223eb7feec33dd21:0%22	http://bonvera.com/Content/images/home/BonveraPhyzixSuperBrandShirt.png	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/BonveraPhyzixSuperBrandShirt.png	(from http://bonvera.com/)
15:18:44	121581/121581	---M--	200	added ('OK')	image/png	etag:%2248bc5ed33dd21:0%22	http://bonvera.com/Content/images/home/banners/Shopping_Can_Pay.png	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/banners/Shopping_Can_Pay.png	(from http://bonvera.com/)
15:18:44	45438/45438	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:18:44%20GMT	http://bonvera.com/corporphan/choose-registration	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/choose-registration.html	(from http://bonvera.com/)
15:18:45	4272/4272	---M--	200	added ('OK')	image/png	etag:%22eef3fdec33dd21:0%22	http://bonvera.com/Content/images/footer-logo.PNG	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/footer-logo.png	(from http://bonvera.com/)
15:18:45	140/140	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Feb%202017%2021:18:43%20GMT	http://bonvera.com/app/corporateblog	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/app/corporateblog.31.delayed	(from http://bonvera.com/)
15:18:46	56987/56987	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:18:45%20GMT	http://bonvera.com/corporphan/home/privacypolicy	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/home/privacypolicy.html	(from http://bonvera.com/)
15:18:55	50928/50928	---M--	200	added ('OK')	image/jpeg	etag:%22b726c0ec33dd21:0%22	http://bonvera.com/Content/images/banners/FrontDoorDelivery.jpg	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/banners/FrontDoorDelivery.jpg	(from http://bonvera.com/Content/styles/site.min.css)
15:19:04	54623/54623	---M--	200	added ('OK')	image/jpeg	etag:%22f3c2c0ec33dd21:0%22	http://bonvera.com/Content/images/banners/PartnerStore.jpg	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/banners/PartnerStore.jpg	(from http://bonvera.com/Content/styles/site.min.css)
15:19:04	164/164	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Feb%202017%2021:19:04%20GMT	http://bonvera.com/corporphan/False	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/False.36.delayed	(from http://bonvera.com/corporphan/cart)
15:19:05	40668/40668	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:19:05%20GMT	http://bonvera.com/error/notfound?aspxerrorpath=/corporphan/False	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/error/notfounde751.html	(from http://bonvera.com/corporphan/cart)
15:19:05	161/161	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Feb%202017%2021:19:03%20GMT	http://bonvera.com/corporphan/30	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/30.38.delayed	(from http://bonvera.com/corporphan/cart)
15:19:06	40668/40668	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:19:03%20GMT	http://bonvera.com/error/notfound?aspxerrorpath=/corporphan/30	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/error/notfound9551.html	(from http://bonvera.com/corporphan/cart)
15:19:06	0/-1	---M--	302	error ('')			http://bonvera.com/corporphan/logout	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/logout.3a.delayed	(from http://bonvera.com/corporphan/cart)
15:19:06	0/-1	---M--	302	error ('')			http://bonvera.com/account/login?ReturnUrl=%2fcorporphan%2flogout	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/account/login.3bf13c.delayed	(from http://bonvera.com/corporphan/cart)
15:19:10	23049/23049	---M--	200	added ('OK')	image/gif	etag:%22ed697ed33dd21:0%22	http://bonvera.com/content/images/loading/circle-48.gif	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/content/images/loading/circle-48.gif	(from http://bonvera.com/corporphan/cart)
15:19:10	0/-1	---M--	302	error ('')			http://bonvera.com/app/corporateblog	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/app/corporateblog.3d.delayed	(from http://bonvera.com/corporphan/cart)
15:19:10	173/173	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Feb%202017%2021:19:10%20GMT	http://bonvera.com/corporphan/shopping/False	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/shopping/False.3e.delayed	(from http://bonvera.com/corporphan/shopping/ourproducts)
15:19:10	40668/40668	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:19:09%20GMT	http://bonvera.com/error/notfound?aspxerrorpath=/corporphan/shopping/False	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/error/notfound5cef.html	(from http://bonvera.com/corporphan/shopping/ourproducts)
15:19:11	170/170	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Feb%202017%2021:19:10%20GMT	http://bonvera.com/corporphan/shopping/30	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/shopping/30.40.delayed	(from http://bonvera.com/corporphan/shopping/ourproducts)
15:19:11	40668/40668	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:19:11%20GMT	http://bonvera.com/error/notfound?aspxerrorpath=/corporphan/shopping/30	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/error/notfound25bd.html	(from http://bonvera.com/corporphan/shopping/ourproducts)
15:19:11	0/-1	---M--	302	error ('')			http://bonvera.com/corporphan/logout	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/logout.42.delayed	(from http://bonvera.com/corporphan/shopping/ourproducts)
15:19:11	0/-1	---M--	302	error ('')			http://bonvera.com/account/login?ReturnUrl=%2fcorporphan%2flogout	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/account/login.43f13c.delayed	(from http://bonvera.com/corporphan/shopping/ourproducts)
15:19:11	0/-1	---M--	302	error ('')			http://bonvera.com/app/corporateblog	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/app/corporateblog.44.delayed	(from http://bonvera.com/corporphan/shopping/ourproducts)
15:19:11	0/-1	---M--	302	error ('')			http://bonvera.com/corporphan/logout	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/logout.45.delayed	(from http://bonvera.com/corporphan/partnerstores)
15:19:11	0/-1	---M--	302	error ('')			http://bonvera.com/account/login?ReturnUrl=%2fcorporphan%2flogout	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/account/login.46f13c.delayed	(from http://bonvera.com/corporphan/partnerstores)
15:19:14	59899/59899	---M--	200	added ('OK')	image/jpeg	etag:%225d63bfec33dd21:0%22	http://bonvera.com/Content/images/banners/AffiliateBanner.jpg	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/banners/AffiliateBanner.jpg	(from http://bonvera.com/Content/styles/site.min.css)
15:19:14	16732/16732	---M--	200	added ('OK')	image/png	etag:%22718abfec33dd21:0%22	http://bonvera.com/content/images/banners/EKCB_Logo.png	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/content/images/banners/EKCB_Logo.png	(from http://bonvera.com/corporphan/partnerstores)
15:19:15	47076/47076	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:19:14%20GMT	http://bonvera.com/corporphan/login?ReturnUrl=http%3A%2F%2Fbonvera.com%2Fcorporphan%2Fpartnerstores	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/login59dd.html	(from http://bonvera.com/corporphan/partnerstores)
15:19:15	0/-1	---M--	302	error ('')			http://bonvera.com/app/corporateblog	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/app/corporateblog.4a.delayed	(from http://bonvera.com/corporphan/partnerstores)
15:19:15	0/-1	---M--	302	error ('')			http://bonvera.com/corporphan/logout	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/logout.4b.delayed	(from http://bonvera.com/corporphan/affiliatestores)
15:19:15	0/-1	---M--	302	error ('')			http://bonvera.com/account/login?ReturnUrl=%2fcorporphan%2flogout	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/account/login.4cf13c.delayed	(from http://bonvera.com/corporphan/affiliatestores)
15:19:16	279292/279292	---M--	200	added ('OK')	image/jpeg	etag:%22702cffec33dd21:0%22	http://bonvera.com/Content/images/home/BonveraPhyzixSuperBrandShirtMobile.jpg	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/home/BonveraPhyzixSuperBrandShirtMobile.jpg	(from http://bonvera.com/)
15:19:17	11625/11625	---M--	200	added ('OK')	image/png	etag:%229022c2ec33dd21:0%22	http://bonvera.com/Content/images/banners/isabelleslightingcom_logoREP.png	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/Content/images/banners/isabelleslightingcom_logoREP.png	(from http://bonvera.com/corporphan/partnerstores)
15:19:17	5257/5257	---M--	200	added ('OK')	image/gif	etag:%2207ff144311082bf7a5c0d803060e48d2:1485460301%22	http://www.hanes.com/images/affiliates/AFF_Promo_125x125.gif	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/www.hanes.com/images/affiliates/AFF_Promo_125x125.gif	(from http://bonvera.com/corporphan/affiliatestores)
15:19:17	68/68	---M--	200	added ('OK')	image/gif	date:Tue,%2012%20Apr%202016%2023:39:26%20GMT	http://beacon.affil.walmart.com/affil/ttap.gif?affillt=4&affilwmls=uRDxVtQ19DY&affilsid=0&affiloid=223073.10004935	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/beacon.affil.walmart.com/affil/ttapc62c.gif	(from http://bonvera.com/corporphan/affiliatestores)
15:19:18	18203/18203	---M--	200	added ('OK')	image/gif	etag:%22471b-482862bce1fc0%22	http://images.apw21.com/2010/apw125x125-b.gif	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/images.apw21.com/2010/apw125x125-b.gif	(from http://bonvera.com/corporphan/affiliatestores)
15:19:19	10398/10398	---M--	200	added ('OK')	image/jpeg	etag:%221e506c4-289e-51d8471483740%22	http://www.opmpros.com/host/cafebritt/images/banners/promo2_125x125.jpg	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/www.opmpros.com/host/cafebritt/images/banners/promo2_125x125.jpg	(from http://bonvera.com/corporphan/affiliatestores)
15:19:20	47078/47078	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:19:19%20GMT	http://bonvera.com/corporphan/login?ReturnUrl=http%3A%2F%2Fbonvera.com%2Fcorporphan%2Faffiliatestores	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/loginf691.html	(from http://bonvera.com/corporphan/affiliatestores)
15:19:20	0/-1	---M--	302	error ('')			http://bonvera.com/app/corporateblog	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/app/corporateblog.54.delayed	(from http://bonvera.com/corporphan/affiliatestores)
15:19:20	169/169	---M--	302	error ('Found')	text/html	date:Tue,%2007%20Feb%202017%2021:19:20%20GMT	http://bonvera.com/corporphan/home/False	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/corporphan/home/False.55.delayed	(from http://bonvera.com/corporphan/home/companyoverview)
15:19:20	40668/40668	---M-Z	200	added ('OK')	text/html	date:Tue,%2007%20Feb%202017%2021:19:21%20GMT	http://bonvera.com/error/notfound?aspxerrorpath=/corporphan/home/False	C:/xampp/htdocs/ideaProjects/bonvera/bonvera_mirror/bonvera_mirror/bonvera.com/error/notfoundb261.html	(from http://bonvera.com/corporphan/home/companyoverview)
